"CODE","MODULE","DEPTH","OLD_ROUTE","NEO_ROUTE","OLD_PAGE_IN_LAST_BUILD","NEO_PAGE_IN_LAST_BUILD","F_TCODE","F_MODULE","F_HEBREW_NAME","F_ENGLISH_NAME","F_DESCRIPTION","F_BUSINESS_CATEGORY","F_RELATED_TABLES_OBJECTS","F_DEEPDOC_FLAG","F_FIORI_EQUIVALENT","F_S4_STATUS","F_CDS","F_BAPI_FM","F_LINKS","F_TAGS","NEO_KNOWN_FACTS","STATUS","SEVERITY","NOTES"
"AS03","FI","deep","/tcode/AS03/","/neo/transactions/AS03/","yes","yes","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","EXACT","n/a","12/14","TRANSFORMED","P2","14 named facts intact; NEO's TxDetail model does not carry: beginner · consultant · bestPractices · ossKeywords · interview"
"AS05","FI","light","/tcode/AS05/","/neo/transactions/AS05/","yes","yes","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","n/a","EXACT","n/a","n/a","n/a","n/a","NEW-IN-NEO","n/a","5/14","EXACT","P3","all 14 named facts that the data answers are rendered on the NEO page"
"AS06","FI","light","/tcode/AS06/","/neo/transactions/AS06/","yes","yes","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","n/a","EXACT","n/a","n/a","n/a","n/a","NEW-IN-NEO","n/a","5/14","EXACT","P3","all 14 named facts that the data answers are rendered on the NEO page"
"AS11","FI","light","/tcode/AS11/","/neo/transactions/AS11/","yes","yes","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","n/a","EXACT","n/a","n/a","n/a","n/a","NEW-IN-NEO","n/a","5/14","EXACT","P3","all 14 named facts that the data answers are rendered on the NEO page"
"AS91","FI","deep","/tcode/AS91/","/neo/transactions/AS91/","yes","yes","EXACT","EXACT","EXACT","n/a","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","n/a","EXACT","EXACT","n/a","10/14","TRANSFORMED","P2","14 named facts intact; NEO's TxDetail model does not carry: beginner · consultant · bestPractices · ossKeywords · interview"
"AW01N","FI","deep","/tcode/AW01N/","/neo/transactions/AW01N/","yes","yes","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","EXACT","n/a","13/14","TRANSFORMED","P2","14 named facts intact; NEO's TxDetail model does not carry: beginner · consultant · bestPractices · ossKeywords · interview"
"BALE","BASIS","light","/tcode/BALE/","/neo/transactions/BALE/","yes","yes","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","n/a","EXACT","n/a","n/a","n/a","n/a","NEW-IN-NEO","EXACT","5/14","EXACT","P3","all 14 named facts that the data answers are rendered on the NEO page"
"BAPI","ABAP","light","/tcode/BAPI/","/neo/transactions/BAPI/","yes","yes","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","n/a","EXACT","n/a","n/a","n/a","n/a","NEW-IN-NEO","EXACT","5/14","EXACT","P3","all 14 named facts that the data answers are rendered on the NEO page"
"BD10","INTEGRATION","light","/tcode/BD10/","/neo/transactions/BD10/","yes","yes","EXACT","EXACT","EXACT","n/a","n/a","EXACT","n/a","EXACT","n/a","n/a","n/a","n/a","n/a","n/a","3/14","EXACT","P3","all 14 named facts that the data answers are rendered on the NEO page"
"BD64","INTEGRATION","light","/tcode/BD64/","/neo/transactions/BD64/","yes","yes","EXACT","EXACT","EXACT","n/a","n/a","EXACT","n/a","EXACT","n/a","n/a","n/a","n/a","n/a","n/a","4/14","EXACT","P3","all 14 named facts that the data answers are rendered on the NEO page"
"BD87","INTEGRATION","light","/tcode/BD87/","/neo/transactions/BD87/","yes","yes","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","n/a","EXACT","n/a","n/a","n/a","n/a","n/a","EXACT","5/14","EXACT","P3","all 14 named facts that the data answers are rendered on the NEO page"
"BDLS","BASIS","light","/tcode/BDLS/","/neo/transactions/BDLS/","yes","yes","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","n/a","EXACT","n/a","n/a","n/a","n/a","NEW-IN-NEO","n/a","5/14","EXACT","P3","all 14 named facts that the data answers are rendered on the NEO page"
"BMENU","ABAP","light","/tcode/BMENU/","/neo/transactions/BMENU/","yes","yes","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","n/a","EXACT","n/a","n/a","n/a","n/a","NEW-IN-NEO","EXACT","5/14","EXACT","P3","all 14 named facts that the data answers are rendered on the NEO page"
"BP","MM","light","/tcode/BP/","/neo/transactions/BP/","yes","yes","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","EXACT","EXACT","n/a","NEW-IN-NEO","n/a","n/a","NEW-IN-NEO","EXACT","10/14","EXACT","P3","all 14 named facts that the data answers are rendered on the NEO page"
"BS02","—","not-in-registry","/tcode/BS02/","—","yes","no","MISSING","n/a","n/a","n/a","n/a","n/a","MISSING","MISSING","n/a","n/a","n/a","n/a","n/a","n/a","—","MISSING","P1","no /neo/transactions/BS02/ page: code comes from lib/object-intel listTcodes() (blueprint tcodes column), which lib/tx-registry does not merge; NEO generateStaticParams = registryCodes() only. OLD /tcode/BS02/ renders RelatedView with 4 blueprint table(s). DATA PRESENT, NOT SURFACED IN NEO."
"BS03","—","not-in-registry","/tcode/BS03/","—","yes","no","MISSING","n/a","n/a","n/a","n/a","n/a","MISSING","MISSING","n/a","n/a","n/a","n/a","n/a","n/a","—","MISSING","P1","no /neo/transactions/BS03/ page: code comes from lib/object-intel listTcodes() (blueprint tcodes column), which lib/tx-registry does not merge; NEO generateStaticParams = registryCodes() only. OLD /tcode/BS03/ renders RelatedView with 3 blueprint table(s). DATA PRESENT, NOT SURFACED IN NEO."
"BS22","—","not-in-registry","/tcode/BS22/","—","yes","no","MISSING","n/a","n/a","n/a","n/a","n/a","MISSING","MISSING","n/a","n/a","n/a","n/a","n/a","n/a","—","MISSING","P1","no /neo/transactions/BS22/ page: code comes from lib/object-intel listTcodes() (blueprint tcodes column), which lib/tx-registry does not merge; NEO generateStaticParams = registryCodes() only. OLD /tcode/BS22/ renders RelatedView with 4 blueprint table(s). DATA PRESENT, NOT SURFACED IN NEO."
"BS23","—","not-in-registry","/tcode/BS23/","—","yes","no","MISSING","n/a","n/a","n/a","n/a","n/a","MISSING","MISSING","n/a","n/a","n/a","n/a","n/a","n/a","—","MISSING","P1","no /neo/transactions/BS23/ page: code comes from lib/object-intel listTcodes() (blueprint tcodes column), which lib/tx-registry does not merge; NEO generateStaticParams = registryCodes() only. OLD /tcode/BS23/ renders RelatedView with 3 blueprint table(s). DATA PRESENT, NOT SURFACED IN NEO."
"C201","PP","deep","/tcode/C201/","/neo/transactions/C201/","yes","yes","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","14/14","TRANSFORMED","P2","14 named facts intact; NEO's TxDetail model does not carry: beginner · consultant · bestPractices · ossKeywords · interview · businessExample · techExample · debugSteps · perfNotes · prodTips · authored.input · authored.output · authored.qa"
"C202","PP","deep","/tcode/C202/","/neo/transactions/C202/","yes","yes","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","n/a","EXACT","EXACT","EXACT","13/14","TRANSFORMED","P2","14 named facts intact; NEO's TxDetail model does not carry: beginner · consultant · bestPractices · ossKeywords · interview · businessExample · techExample · debugSteps · perfNotes · prodTips"
"C203","PP","deep","/tcode/C203/","/neo/transactions/C203/","yes","yes","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","EXACT","EXACT","14/14","TRANSFORMED","P2","14 named facts intact; NEO's TxDetail model does not carry: beginner · consultant · bestPractices · ossKeywords · interview · businessExample · techExample · debugSteps · perfNotes · prodTips · authored.input · authored.output · authored.qa"
"C223","PP","deep","/tcode/C223/","/neo/transactions/C223/","yes","yes","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","EXACT","EXACT","14/14","TRANSFORMED","P2","14 named facts intact; NEO's TxDetail model does not carry: beginner · consultant · bestPractices · ossKeywords · interview · businessExample · techExample · debugSteps · perfNotes · prodTips · authored.input · authored.output · authored.qa"
"C223PI","PP-PI","light","/tcode/C223PI/","/neo/transactions/C223PI/","yes","yes","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","NEW-IN-NEO","EXACT","n/a","n/a","n/a","n/a","n/a","EXACT","5/14","EXACT","P3","all 14 named facts that the data answers are rendered on the NEO page"
"C251","PP-PI","light","/tcode/C251/","/neo/transactions/C251/","yes","yes","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","NEW-IN-NEO","EXACT","n/a","n/a","n/a","n/a","NEW-IN-NEO","EXACT","6/14","EXACT","P3","all 14 named facts that the data answers are rendered on the NEO page"
"C252","PP-PI","light","/tcode/C252/","/neo/transactions/C252/","yes","yes","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","NEW-IN-NEO","EXACT","n/a","n/a","n/a","n/a","NEW-IN-NEO","EXACT","6/14","EXACT","P3","all 14 named facts that the data answers are rendered on the NEO page"
"C260","PP-PI","light","/tcode/C260/","/neo/transactions/C260/","yes","yes","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","NEW-IN-NEO","EXACT","n/a","n/a","n/a","n/a","NEW-IN-NEO","EXACT","6/14","EXACT","P3","all 14 named facts that the data answers are rendered on the NEO page"
"C298","PP-PI","light","/tcode/C298/","/neo/transactions/C298/","yes","yes","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","EXACT","EXACT","n/a","n/a","n/a","n/a","NEW-IN-NEO","EXACT","7/14","EXACT","P3","all 14 named facts that the data answers are rendered on the NEO page"
"CA01","PP","deep","/tcode/CA01/","/neo/transactions/CA01/","yes","yes","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","14/14","TRANSFORMED","P2","14 named facts intact; NEO's TxDetail model does not carry: beginner · consultant · bestPractices · ossKeywords · interview · businessExample · techExample · debugSteps · perfNotes · prodTips · authored.input · authored.output · authored.qa"
"CA02","PP","deep","/tcode/CA02/","/neo/transactions/CA02/","yes","yes","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","n/a","EXACT","EXACT","EXACT","13/14","TRANSFORMED","P2","14 named facts intact; NEO's TxDetail model does not carry: beginner · consultant · bestPractices · ossKeywords · interview · businessExample · techExample · debugSteps · perfNotes · prodTips"
"CA03","PP","deep","/tcode/CA03/","/neo/transactions/CA03/","yes","yes","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","n/a","EXACT","EXACT","EXACT","13/14","TRANSFORMED","P2","14 named facts intact; NEO's TxDetail model does not carry: beginner · consultant · bestPractices · ossKeywords · interview · businessExample · techExample · debugSteps · perfNotes · prodTips"
"CA21","PP","deep","/tcode/CA21/","/neo/transactions/CA21/","yes","yes","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","n/a","n/a","EXACT","EXACT","12/14","TRANSFORMED","P2","14 named facts intact; NEO's TxDetail model does not carry: beginner · consultant · bestPractices · ossKeywords · interview · businessExample · techExample · debugSteps · perfNotes · prodTips"
"CA22","PP","deep","/tcode/CA22/","/neo/transactions/CA22/","yes","yes","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","EXACT","n/a","EXACT","n/a","n/a","EXACT","EXACT","12/14","TRANSFORMED","P2","14 named facts intact; NEO's TxDetail model does not carry: beginner · consultant · bestPractices · ossKeywords · interview · businessExample · techExample · debugSteps · perfNotes · prodTips"
